tender_id,tenderguru_card_id,niche,tender_name,doc_links_from_documentation_search
"131200001026002858","","process_automation","2026-03194 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента с использованием технологии искусственного интеллекта подсистемы PC ЕГИСЗ ЛИ/ЦАМИ ""ЦЕЛЬС""","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1FNzlFRjc5NjM0RTY0MjQ0OTEyOTgwRTBCOTQ1QTBFRA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=E79EF79634E64244912980E0B945A0ED | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD00QTJFNzU3Q0FFMzg0OURBOUM0QTI3QUYwOEUyQkQ5QQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=4A2E757CAE3849DA9C4A27AF08E2BD9A | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD0wOENFN0JCNTBDMkE0NkMwODVDMEUzODlBRDFCMUNBOA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=08CE7BB50C2A46C085C0E389AD1B1CA8 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD0zQkUzRDJCNzMxQjc0NUNEOTZCRjlFMEE4NTVCQzhFRg%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=3BE3D2B731B745CD96BF9E0A855BC8EF | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD02RjgwRUJFRDlBODk0Njg3QTRDQjgyNEY1RjQ0ODk3MA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=6F80EBED9A894687A4CB824F5F448970"
"173100012026000005","","llm_assistant","Оказание услуг по эксплуатации государственной информационной системы по предупреждению, выявлению и пресечению ограничивающих конкуренцию соглашений (ГИС «Антикартель») Федеральной антимонопольной службы в 2026 году","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD01NTY4RjY3Nzc3RDI0MjUxQTc4QjMzODFGMDkzQjg3Mw%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=5568F67777D24251A78B3381F093B873 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD05RjNEODlBOTdBNjA0ODlDQUNCMTA2OTVFODkzMDZCRQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=9F3D89A97A60489CACB10695E89306BE"
"173200001426000885","","process_automation","Выполнение работ по развитию государственной информационной системы: автоматизированная информационная система города Москвы «Единая медицинская информационно-аналитическая система города Москвы» в части автоматизации проведения и расшифровки диагностических исследований, разработки (переработки) отдельных компонентов","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD03M0RGOUFGN0U5MDQ0MTQyQjREOUFBRDg4NDA1NkMwMg%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=73DF9AF7E9044142B4D9AAD884056C02 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD04Q0Y0RjRCMDNCNjM0MDlBODA4RjM3MjQzNjAyQ0NFMQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=8CF4F4B03B63409A808F37243602CCE1"
"131200001026002857","","ai_general","2026-03187 Выполнение работ по поддержке и сопровождению государственной информационной системы Воронежской области «Региональный сегмент Единой государственной информационной системы здравоохранения Воронежской области» в части функционального компонента анализа данных электронных медицинских карт пациентов, страдающих сердечно-сосудистыми заболеваниями (медицинское изделие с искусственным интеллектом для обработки ИЭМК ""MedikBk"")","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD0xMTdFM0U4Q0ZDNTg0MkY4ODAxNjgzRTI2MjlBQTZBRg%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=117E3E8CFC5842F8801683E2629AA6AF | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1ENUZDQTk2QTM0OTc0MTAyOUZGQUNEREE2MTU3NTk3MQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=D5FCA96A349741029FFACDDA61575971 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD02QzNBMzE0MTcxREI0REIyOTIwMzVGMkM4OEVDRDNFOQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=6C3A314171DB4DB292035F2C88ECD3E9 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1DRDk0RDQwNUVCQzQ0RTEyOTcxNTY0OTQ5NzM4RUFCRQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=CD94D405EBC44E12971564949738EABE | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1GNDE3MTc4NDhGOUM0NTg2OUE4Nzk3RjVCQTIzOEJFNA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=F41717848F9C45869A8797F5BA238BE4"
"358300050426000002","","ai_general","Услуги по сопровождению компьютерных систем для нужд Отдела образования Администрации Багаевского района на 2026г.","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD05QzYxQTlFNDc1RDg0NzFGQkYyREU2MDNENDI0RkJDOA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=9C61A9E475D8471FBF2DE603D424FBC8"
"148200000926000002","","document_ai","Оказание услуг по сопровождению государственной информационной системы «Единая автоматизированная информационная система оценки качества образования в Московской области» в 2026-2027 годах (в сфере ИКТ)","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD0zRkFENDM5NUEyMEM0Qjg4QTI1ODBENjUxMTIzODhGQw%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=3FAD4395A20C4B88A2580D65112388FC | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1FNTdFMzFBNDNDNkY0QUJCODkwM0E5REVFOEYwMzg3MQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=E57E31A43C6F4ABB8903A9DEE8F03871"
"859200001126006005","","process_automation","Оказание услуг в целях автоматизации взаимодействия учреждений службы занятости с гражданами и работодателями, включая передачу неисключительных прав на использование программного обеспечения для нужд государственного казенного учреждения Центр занятости населения Рязанской области","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD03ODYwOTU0NUExOUI0RUU0Qjg2MUNGNUQ1REUzRDAzRg%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=78609545A19B4EE4B861CF5D5DE3D03F | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1CQzI0QjNGRTlGNjU0OThDOTQzQjkwODJCQzA5MEJFNg%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=BC24B3FE9F65498C943B9082BC090BE6"
"375200045626000004","","ai_general","Оказание услуг по технической поддержке и сопровождению программного обеспечения «Система поддержки принятия врачебных решений «WEBIOMED.DHRA» по ТУ 62.01.29-001-40910226-2023» в целях эксплуатации Государственной информационной системы «Единая медицинская информационная система здравоохранения Республики Крым» (ГИС ЕМИСЗ РК)","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD02MTQ3MDY0MjUwNEU0MTQwODZFMzYxOEIzRUQyOUMzNQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=61470642504E414086E3618B3ED29C35 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1DNTUwRkJGRTVEN0Q0ODVCOUEyREVGMERCNDJGMTI1MA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=C550FBFE5D7D485B9A2DEF0DB42F1250"
"131200001026002754","","ai_general","2026-03030 Оказание услуг по предоставлению доступа к базе данных резюме с возможностью просмотра контактной информации соискателя с использованием API и публикациями вакансий","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD05RDc5NjY2REJEREY0RkM0OTJCOUM5QUZBRUQ0RDVCMA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=9D79666DBDDF4FC492B9C9AFAED4D5B0 | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD05REU5MzcyOUFCQzE0NDM3QkNBNUU0QzY3MEM5MjI5OA%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=9DE93729ABC14437BCA5E4C670C92298"
"811500001126000022","","ai_general","Оказание услуг по предоставлению сервиса обеспечения государственных (муниципальных) функций на базе технологий искусственного интеллекта для государственных нужд Республики Татарстан","https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD1CMkNBRDdERkVGNEE0NUZFQkIwREM2MEY0RDRCNzBBQw%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=B2CAD7DFEF4A45FEBB0DC60F4D4B70AC | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD05REZCNDBENDMwRTA0OEUxQkEyQzJGODM3ODJGMDk1Qw%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=9DFB40D430E048E1BA2C2F83782F095C | https://www.tenderguru.ru/docviewer/aHR0cHM6Ly96YWt1cGtpLmdvdi5ydS80NGZ6L2ZpbGVzdG9yZS9wdWJsaWMvMS4wL2Rvd25sb2FkL3ByaXovZmlsZS5odG1sP3VpZD05QTlBRDMxN0ZGREE0MjQyQUQxODhCMDg5NEU3REZDMQ%3D%3D | https://zakupki.gov.ru/44fz/filestore/public/1.0/download/priz/file.html?uid=9A9AD317FFDA4242AD188B0894E7DFC1"
